Website URL,Contact Page URL,Contact Form Present,Input Tokens,Output Tokens,Bandwidth Taken,Submitted w/o Captcha,Captcha Present,Nopecha Credits Left,Captcha Solved,Submitted with Captcha,Time taken,Proxy Used,Submission Content,Response,Reason for Failure,Timestamp,Submitted Overall
https://www.clearinvestmentgroup.com,https://www.clearinvestmentgroup.com/contact-us,Yes,1473,740,235.3,Yes,No,21480,No,No,00:37,webshare6(slot6),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Clear Investment Group: virtual assistant support in 24-48 hours
website fields filled:
- _required_name: auto:4
- _required_email: auto:4
submission content: Hi Clear Investment Group, Sharing a quick idea that could help Clear Investment Group free up internal bandwidth. Our team at HyperStaff supports growing companies with virtual assistants focused on day-to-day execution. The goal is to reduce internal workload without slowing down execution. We can usually match and onboard in 24-48 hours. Happy to share a quick breakdown if you are exploring this right now.",Submit request accepted (HTTP 200),,2026-04-06 16:49:44,Yes
https://housingplusnyc.org,https://housingplusnyc.org/connect-with-us/,Yes,2148,1260,1199.7,No,Yes,21480,No,No,00:40,webshare8(slot8),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Housing Plus NYC: virtual assistant support in 24-48 hours
website fields filled:
- _required_name: auto:4
- _required_email: auto:4
submission content: Hi Housing Plus NYC, Sharing a quick idea that could help Housing Plus NYC free up internal bandwidth. At HyperStaff, we match teams with trained virtual assistants for recurring admin and operational tasks. This usually helps teams move faster on revenue work while keeping operations steady. We can usually match and onboard in 24-48 hours. Open to a short call to see if this model fits your current needs?",Captcha not solved: cloudflare-challenge-page,Captcha not solved: cloudflare-challenge-page,2026-04-06 16:49:47,No
https://www.rosenyc.com,https://www.rosenyc.com/about-us/contact-us/,Yes,2254,1261,86.9,Yes,No,21480,No,No,00:53,webshare9(slot9),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Rosen NYC: virtual assistant support in 24-48 hours
website fields filled:
- _auto_checkboxes: auto:4
- _required_email: auto:1
submission content: Hi Rosen NYC, Sharing a quick idea that could help Rosen NYC free up internal bandwidth. Our team at HyperStaff supports growing companies with virtual assistants focused on day-to-day execution. It creates more time for your team to focus on growth and client-facing priorities. We can usually match and onboard in 24-48 hours. Would you be open to a brief chat this week?",Form submitted successfully,,2026-04-06 16:50:00,Yes
https://www.carlyle.com,https://www.carlyle.com/connect-us,No,130,260,24.4,No,No,21440,No,No,00:27,webshare1(slot1),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Virtual Assistant Support for Carlyle - HyperStaff
website fields filled:
- none
submission content: Hi Carlyle, I wanted to reach out because Carlyle may benefit from extra backend support. At HyperStaff, we match teams with trained virtual assistants for recurring admin and operational tasks. This usually helps teams move faster on revenue work while keeping operations steady. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Contact us form not found,Contact us form not found,2026-04-06 16:50:51,No
https://www.zillow.com,https://www.zillow.com/profile/SebastiansellsNJ/,No,263,520,269.9,No,No,21440,No,No,00:45,webshare3(slot3),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Virtual Assistant Support for Zillow - HyperStaff
website fields filled:
- none
submission content: Hi Zillow, I wanted to reach out because Zillow may benefit from extra backend support. HyperStaff provides pre-trained virtual assistants who can plug into your workflow and work in your time zone. This usually helps teams move faster on revenue work while keeping operations steady. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Contact us form not found,Contact us form not found,2026-04-06 16:55:15,No
https://www.dshomesdallas.com,https://www.dshomesdallas.com/,Yes,1413,740,45.3,Yes,No,21440,No,No,00:49,webshare6(slot6),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Virtual Assistant Support for Dshomesdallas - HyperStaff
website fields filled:
- none
submission content: Hi Dshomesdallas, I wanted to reach out because Dshomesdallas may benefit from extra backend support. HyperStaff provides pre-trained virtual assistants who can plug into your workflow and work in your time zone. This usually helps teams move faster on revenue work while keeping operations steady. We can usually match and onboard in 24-48 hours. Open to a short call to see if this model fits your current needs?",Thank you for contacting us,,2026-04-06 16:55:18,Yes
https://tauberproperties.com,https://tauberproperties.com/,Yes,2255,1260,106.5,Yes,No,21440,No,No,01:01,webshare0(slot0),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Operational support option for Tauber Properties
website fields filled:
- _required_name: auto:4
- _required_email: auto:4
- _required_phone: auto:4
submission content: Hi Tauber Properties, Thought this might be relevant for Tauber Properties if operations are scaling. Our team at HyperStaff supports growing companies with virtual assistants focused on day-to-day execution. The goal is to reduce internal workload without slowing down execution. We can usually match and onboard in 24-48 hours. Happy to share a quick breakdown if you are exploring this right now.",Redirected to: https://tauberproperties.com/#,,2026-04-06 16:55:26,Yes
https://onereal.com,https://onereal.com/scott-green,No,0,0,267.8,No,No,21440,No,No,01:18,webshare8(slot8),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Virtual Assistant Support for Onereal - HyperStaff
website fields filled:
- none
submission content: Hi Onereal, I wanted to reach out because Onereal may benefit from extra backend support. HyperStaff provides pre-trained virtual assistants who can plug into your workflow and work in your time zone. This usually helps teams move faster on revenue work while keeping operations steady. We can usually match and onboard in 24-48 hours. Would you be open to a brief chat this week?",Contact us form not found,Contact us form not found,2026-04-06 16:55:48,No
https://www.meridialiving.com,https://www.meridialiving.com/,No,264,520,479.7,No,No,21440,No,No,01:23,webshare1(slot1),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Meridialiving: virtual assistant support in 24-48 hours
website fields filled:
- none
submission content: Hi Meridialiving, Sharing a quick idea that could help Meridialiving free up internal bandwidth. At HyperStaff, we match teams with trained virtual assistants for recurring admin and operational tasks. The goal is to reduce internal workload without slowing down execution. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Contact us form not found,Contact us form not found,2026-04-06 16:55:49,No
https://www.adhpm.com,https://www.adhpm.com/,No,259,520,1349.2,No,No,21440,No,No,01:27,webshare2(slot2),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Adhpm: virtual assistant support in 24-48 hours
website fields filled:
- none
submission content: Hi Adhpm, Sharing a quick idea that could help Adhpm free up internal bandwidth. HyperStaff provides pre-trained virtual assistants who can plug into your workflow and work in your time zone. It creates more time for your team to focus on growth and client-facing priorities. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Contact us form not found,Contact us form not found,2026-04-06 16:55:57,No
